Date,Gold,Silver,Oil
2012-06-19,759.83,5.62,36.04
2012-06-20,752.07,5.57,36.13
2012-06-21,750.33,5.64,36.40
2012-06-22,748.22,5.60,36.78
2012-06-25,746.93,5.71,36.81
2012-06-26,741.95,5.63,36.60
2012-06-27,747.42,5.62,35.87
2012-06-28,745.20,5.61,36.26
2012-06-29,746.92,5.60,36.36
2012-07-02,755.34,5.64,36.14
2012-07-03,758.04,5.69,36.82
2012-07-04,759.24,5.68,36.93
2012-07-05,757.54,5.69,36.70
2012-07-06,757.74,5.63,36.95
2012-07-09,760.88,5.57,37.17
2012-07-10,758.86,5.62,37.47
2012-07-11,763.10,5.65,37.17
2012-07-12,755.29,5.65,36.79
2012-07-13,756.12,5.59,37.02
2012-07-16,758.19,5.55,36.74
2012-07-17,759.91,5.58,36.81
2012-07-18,757.38,5.59,36.75
2012-07-19,755.47,5.53,36.77
2012-07-20,752.49,5.53,36.18
2012-07-23,755.75,5.51,36.20
2012-07-24,761.53,5.57,36.40
2012-07-25,757.76,5.57,36.49
2012-07-26,758.90,5.58,36.73
2012-07-27,761.51,5.62,36.98
2012-07-30,758.98,5.61,36.98
2012-07-31,760.66,5.59,36.98
2012-08-01,759.51,5.57,37.11
2012-08-02,763.08,5.64,37.41
2012-08-03,761.70,5.70,36.99
2012-08-06,763.39,5.67,36.83
2012-08-07,771.07,5.66,36.91
2012-08-08,773.46,5.66,36.51
2012-08-09,774.85,5.65,36.48
2012-08-10,774.87,5.67,36.60
2012-08-13,769.11,5.68,37.12
2012-08-14,761.88,5.64,36.92
2012-08-15,754.43,5.57,36.64
2012-08-16,758.88,5.56,36.37
2012-08-17,758.36,5.58,36.52
2012-08-20,758.63,5.68,36.60
2012-08-21,760.39,5.66,36.35
2012-08-22,756.08,5.61,36.51
2012-08-23,756.80,5.59,36.42
2012-08-24,760.92,5.58,36.43
2012-08-27,762.14,5.60,36.21
2012-08-28,752.87,5.52,36.32
2012-08-29,750.81,5.51,35.82
2012-08-30,747.91,5.52,35.84
2012-08-31,743.99,5.48,36.39
2012-09-03,743.18,5.47,36.01
2012-09-04,740.38,5.46,35.68
2012-09-05,740.83,5.42,35.47
2012-09-06,737.98,5.36,35.03
2012-09-07,738.54,5.32,34.98
2012-09-10,738.11,5.33,35.21
2012-09-11,735.83,5.29,35.27
2012-09-12,739.09,5.28,35.25
2012-09-13,738.48,5.27,35.43
2012-09-14,737.10,5.30,35.56
2012-09-17,745.14,5.27,35.89
2012-09-18,748.24,5.23,36.05
2012-09-19,750.64,5.21,35.35
2012-09-20,753.55,5.16,35.30
2012-09-21,746.98,5.18,34.79
2012-09-24,744.90,5.16,34.79
2012-09-25,739.49,5.18,34.93
2012-09-26,738.25,5.17,34.16
2012-09-27,744.29,5.17,34.34
2012-09-28,745.08,5.17,34.53
2012-10-01,742.81,5.21,34.97
2012-10-02,743.67,5.20,35.25
2012-10-03,745.32,5.19,35.16
2012-10-04,745.90,5.22,35.02
2012-10-05,748.96,5.29,35.19
2012-10-08,748.83,5.31,35.07
2012-10-09,744.75,5.29,34.69
2012-10-10,748.44,5.27,34.18
2012-10-11,750.47,5.28,34.26
2012-10-12,745.55,5.24,34.75
2012-10-15,743.41,5.26,34.79
2012-10-16,738.37,5.21,34.93
2012-10-17,737.33,5.20,35.22
2012-10-18,731.46,5.20,35.56
2012-10-19,734.65,5.19,35.69
2012-10-22,737.06,5.16,35.27
2012-10-23,740.35,5.16,35.79
2012-10-24,738.08,5.20,36.03
2012-10-25,740.01,5.20,35.76
2012-10-26,739.04,5.18,35.77
2012-10-29,735.28,5.19,36.29
2012-10-30,732.17,5.21,35.74
2012-10-31,734.11,5.22,35.48
2012-11-01,736.25,5.23,36.00
2012-11-02,736.77,5.24,35.96
2012-11-05,732.75,5.34,36.02
2012-11-06,733.98,5.34,35.60
2012-11-07,729.10,5.28,35.98
2012-11-08,731.04,5.27,35.57
2012-11-09,728.11,5.27,35.22
2012-11-12,731.40,5.24,35.15
2012-11-13,731.14,5.16,35.38
2012-11-14,731.40,5.08,35.27
2012-11-15,730.29,5.05,35.37
2012-11-16,734.79,5.06,34.98
2012-11-19,732.41,4.99,35.04
2012-11-20,728.87,5.00,35.27
2012-11-21,732.18,5.01,35.20
2012-11-22,726.35,5.09,35.82
2012-11-23,726.12,5.10,35.50
2012-11-26,724.82,5.11,35.33
2012-11-27,731.30,5.12,35.16
2012-11-28,729.92,5.13,34.72
2012-11-29,731.79,5.13,34.97
2012-11-30,733.20,5.10,34.79
2012-12-03,738.39,5.12,34.96
2012-12-04,740.69,5.12,34.65
2012-12-05,747.46,5.11,35.01
2012-12-06,747.24,5.15,34.77
2012-12-07,742.44,5.14,34.64
2012-12-10,745.00,5.16,34.22
2012-12-11,742.35,5.11,34.02
2012-12-12,742.12,5.09,34.34
2012-12-13,743.78,5.06,34.69
2012-12-14,747.28,5.07,34.60
2012-12-17,754.63,5.09,34.30
2012-12-18,755.35,5.07,34.55
2012-12-19,751.58,5.04,34.38
2012-12-20,753.50,5.01,34.39
2012-12-21,745.51,5.04,33.65
2012-12-24,746.28,5.05,33.52
2012-12-25,750.49,5.09,33.81
2012-12-26,754.86,5.10,33.72
2012-12-27,755.97,5.14,33.70
2012-12-28,747.01,5.08,34.19
2012-12-31,744.05,5.06,34.46
2013-01-01,747.49,5.08,34.50
2013-01-02,739.67,5.16,34.40
2013-01-03,743.82,5.17,34.25
2013-01-04,742.93,5.16,34.71
2013-01-07,738.24,5.18,35.21
2013-01-08,736.47,5.18,34.89
2013-01-09,742.64,5.14,35.07
2013-01-10,735.45,5.11,35.14
2013-01-11,731.47,5.10,34.76
2013-01-14,731.90,5.06,34.47
2013-01-15,732.98,5.00,34.65
2013-01-16,730.10,5.05,34.51
2013-01-17,726.99,5.06,34.79
2013-01-18,718.25,5.04,35.14
2013-01-21,714.62,4.99,34.70
2013-01-22,713.49,4.95,34.82
2013-01-23,708.24,4.94,34.77
2013-01-24,706.19,4.93,34.51
2013-01-25,703.15,4.97,34.63
2013-01-28,704.74,5.01,34.75
2013-01-29,703.77,5.03,34.68
2013-01-30,710.02,5.04,34.70
2013-01-31,715.67,5.07,34.51
2013-02-01,717.49,5.03,34.44
2013-02-04,718.23,5.03,34.40
2013-02-05,714.91,5.05,34.55
2013-02-06,712.60,5.05,34.69
2013-02-07,714.47,5.06,34.83
2013-02-08,716.73,5.09,34.96
2013-02-11,715.02,5.10,34.78
2013-02-12,713.03,5.11,34.80
2013-02-13,710.73,5.13,34.59
2013-02-14,712.47,5.09,34.96
2013-02-15,714.32,5.10,34.97
2013-02-18,709.68,5.05,34.99
2013-02-19,708.47,5.06,35.29
2013-02-20,710.05,5.03,35.47
2013-02-21,707.99,5.04,35.64
2013-02-22,706.26,5.09,35.55
2013-02-25,706.47,5.14,35.60
2013-02-26,703.64,5.13,35.67
2013-02-27,702.18,5.11,35.95
2013-02-28,701.61,5.17,35.91
2013-03-01,698.13,5.17,36.18
2013-03-04,696.22,5.21,36.18
2013-03-05,697.70,5.18,36.20
2013-03-06,697.78,5.22,36.06
2013-03-07,692.44,5.18,35.87
2013-03-08,694.74,5.15,35.59
2013-03-11,693.79,5.15,35.57
2013-03-12,689.44,5.14,35.85
2013-03-13,690.90,5.16,35.63
2013-03-14,690.03,5.11,35.80
2013-03-15,693.05,5.10,35.69
2013-03-18,690.26,5.10,36.17
2013-03-19,687.88,5.11,36.44
2013-03-20,687.65,5.06,36.54
2013-03-21,693.00,5.07,36.54
2013-03-22,692.93,5.00,36.63
2013-03-25,691.37,4.96,37.00
2013-03-26,688.17,4.97,36.63
2013-03-27,689.43,4.92,36.70
2013-03-28,689.94,4.95,36.32
2013-03-29,688.53,4.92,36.54
2013-04-01,682.68,4.91,36.68
2013-04-02,683.38,4.86,37.01
2013-04-03,683.68,4.89,36.89
2013-04-04,683.90,4.90,36.77
2013-04-05,691.57,4.89,36.87
2013-04-08,689.45,4.87,36.83
2013-04-09,687.09,4.84,36.84
2013-04-10,685.76,4.91,36.79
2013-04-11,683.60,4.94,37.31
2013-04-12,678.22,4.98,37.00
2013-04-15,676.66,4.93,36.87
2013-04-16,672.06,4.91,36.77
2013-04-17,671.67,4.92,36.85
2013-04-18,671.51,4.97,36.90
2013-04-19,675.66,4.97,36.72
2013-04-22,671.17,4.88,36.60
2013-04-23,667.40,4.88,36.97
2013-04-24,659.96,4.90,36.53
2013-04-25,653.94,4.98,36.75
2013-04-26,644.31,5.03,36.69
2013-04-29,649.22,4.99,36.75
2013-04-30,649.70,4.92,36.79
2013-05-01,652.38,4.89,36.95
2013-05-02,654.63,4.89,37.29
2013-05-03,656.82,4.95,37.37
2013-05-06,660.34,4.95,37.58
2013-05-07,661.56,4.96,37.81
2013-05-08,660.61,4.95,37.26
2013-05-09,661.47,4.91,37.04
2013-05-10,660.30,4.94,37.21
2013-05-13,661.92,4.93,37.30
2013-05-14,659.07,4.98,37.79
2013-05-15,657.19,4.94,37.44
2013-05-16,654.24,4.91,37.54
2013-05-17,654.93,4.94,37.59
2013-05-20,655.72,4.93,38.07
2013-05-21,661.10,4.90,38.16
2013-05-22,660.35,4.90,37.99
2013-05-23,656.65,4.89,38.28
2013-05-24,661.27,4.92,38.33
2013-05-27,665.81,4.92,38.30
2013-05-28,661.49,4.96,38.61
2013-05-29,658.44,4.92,39.23
2013-05-30,659.29,4.88,39.14
2013-05-31,661.29,4.92,39.40
2013-06-03,666.70,4.95,39.54
2013-06-04,670.88,4.93,39.36
2013-06-05,666.25,4.96,39.14
2013-06-06,667.20,4.96,39.04
2013-06-07,665.95,5.00,39.55
2013-06-10,664.65,4.97,40.17
2013-06-11,665.05,4.95,40.07
2013-06-12,667.99,4.95,40.10
2013-06-13,663.79,4.93,40.46
2013-06-14,665.28,4.96,39.91
2013-06-17,663.44,4.97,40.13
2013-06-18,670.44,4.98,39.85
2013-06-19,668.00,4.93,40.28
2013-06-20,667.58,4.91,40.66
2013-06-21,672.18,4.90,40.49
2013-06-24,673.26,4.85,40.66
2013-06-25,675.65,4.85,40.89
2013-06-26,675.80,4.86,41.35
2013-06-27,676.28,4.92,41.64
2013-06-28,675.49,4.92,41.42
2013-07-01,679.71,5.01,41.34
2013-07-02,680.82,5.03,41.37
2013-07-03,680.36,5.05,40.89
2013-07-04,677.49,5.06,40.92
2013-07-05,678.26,5.09,41.31
2013-07-08,674.80,5.06,41.67
2013-07-09,675.21,5.07,42.08
2013-07-10,669.12,5.12,42.15
2013-07-11,664.95,5.17,42.76
2013-07-12,670.06,5.16,43.01
2013-07-15,671.96,5.11,43.89
2013-07-16,668.72,5.19,43.88
2013-07-17,669.71,5.18,44.38
2013-07-18,675.81,5.19,44.16
2013-07-19,673.55,5.21,43.38
2013-07-22,668.23,5.21,43.49
2013-07-23,666.72,5.20,42.90
2013-07-24,665.52,5.19,43.00
2013-07-25,667.53,5.12,43.54
2013-07-26,660.58,5.14,43.39
2013-07-29,663.93,5.16,43.33
2013-07-30,662.99,5.11,43.30
2013-07-31,660.66,5.07,42.92
2013-08-01,660.80,5.06,43.22
2013-08-02,659.11,5.01,42.95
2013-08-05,659.29,4.94,43.41
2013-08-06,658.61,4.94,43.46
2013-08-07,660.89,4.96,43.20
2013-08-08,658.60,5.03,42.47
2013-08-09,655.36,5.00,42.78
2013-08-12,656.37,5.01,42.49
2013-08-13,657.51,4.98,42.30
2013-08-14,655.10,4.96,41.97
2013-08-15,655.88,4.97,41.69
2013-08-16,654.45,4.98,41.75
2013-08-19,659.24,4.98,41.86
2013-08-20,661.51,4.94,41.50
2013-08-21,657.05,4.96,41.44
2013-08-22,657.97,4.96,41.51
2013-08-23,660.14,4.95,41.76
2013-08-26,662.25,4.90,41.68
2013-08-27,667.47,5.03,41.67
2013-08-28,667.65,4.97,41.71
2013-08-29,667.52,4.95,42.31
2013-08-30,668.32,4.92,41.94
2013-09-02,670.88,4.90,41.63
2013-09-03,665.32,4.89,41.83
2013-09-04,668.12,4.90,42.39
2013-09-05,664.25,4.91,42.52
2013-09-06,658.90,4.90,42.15
2013-09-09,659.74,4.88,42.38
2013-09-10,665.07,4.87,42.16
2013-09-11,661.13,4.88,41.85
2013-09-12,664.30,4.94,42.44
2013-09-13,670.44,4.95,42.60
2013-09-16,667.91,4.90,42.85
2013-09-17,663.25,4.94,42.56
2013-09-18,662.66,5.00,42.65
2013-09-19,664.44,4.99,42.95
2013-09-20,663.67,4.96,42.61
2013-09-23,658.58,4.91,42.85
2013-09-24,658.40,4.88,43.12
2013-09-25,659.10,4.90,42.78
2013-09-26,657.67,4.91,42.69
2013-09-27,661.07,4.94,43.21
2013-09-30,662.18,4.92,43.23
2013-10-01,669.99,4.96,43.18
2013-10-02,672.47,4.95,43.07
2013-10-03,676.38,4.97,43.40
2013-10-04,682.39,4.95,43.51
2013-10-07,685.74,4.98,43.39
2013-10-08,686.02,5.05,43.20
2013-10-09,687.72,5.07,42.71
2013-10-10,690.05,5.02,42.78
2013-10-11,694.42,5.00,42.27
2013-10-14,694.44,5.00,42.31
2013-10-15,695.33,5.01,41.82
2013-10-16,699.17,4.94,41.71
2013-10-17,702.09,4.91,41.23
2013-10-18,699.56,4.90,41.89
2013-10-21,694.43,4.91,41.83
2013-10-22,691.70,4.87,41.44
2013-10-23,692.99,4.89,41.88
2013-10-24,689.79,4.82,42.07
2013-10-25,691.71,4.86,41.44
2013-10-28,696.99,4.86,42.11
2013-10-29,696.36,4.91,41.92
2013-10-30,703.95,4.90,41.42
2013-10-31,704.90,4.94,41.84
2013-11-01,704.79,4.95,41.84
2013-11-04,709.64,4.99,41.68
2013-11-05,713.20,4.99,42.08
2013-11-06,711.95,4.99,41.89
2013-11-07,706.49,4.95,42.27
2013-11-08,708.79,4.93,42.44
2013-11-11,709.01,4.95,42.30
2013-11-12,709.08,4.91,42.69
2013-11-13,711.05,4.92,43.53
2013-11-14,715.35,4.97,43.65
2013-11-15,713.62,4.99,43.67
2013-11-18,712.52,5.03,43.57
2013-11-19,713.53,5.03,43.05
2013-11-20,715.55,5.06,43.07
2013-11-21,716.59,5.05,42.86
2013-11-22,714.45,4.99,43.05
2013-11-25,709.83,4.98,42.34
2013-11-26,707.58,5.00,42.37
2013-11-27,707.79,5.00,41.80
2013-11-28,710.99,4.99,41.82
2013-11-29,712.65,4.90,42.30
2013-12-02,711.55,4.92,42.19
2013-12-03,709.46,4.97,41.78
2013-12-04,710.61,4.95,41.96
2013-12-05,713.91,4.97,42.15
2013-12-06,711.87,4.97,42.27
2013-12-09,716.27,4.98,42.21
2013-12-10,717.13,5.02,42.37
2013-12-11,720.47,5.00,42.68
2013-12-12,719.29,5.01,42.88
2013-12-13,714.62,5.00,42.98
2013-12-16,715.32,5.03,42.19
2013-12-17,709.48,5.07,42.44
2013-12-18,716.49,5.06,42.85
2013-12-19,724.57,4.98,42.29
2013-12-20,722.87,4.93,42.81
2013-12-23,722.02,4.91,43.23
2013-12-24,724.49,4.89,43.47
2013-12-25,721.26,4.87,43.89
2013-12-26,718.32,4.85,43.73
2013-12-27,716.41,4.77,43.19
2013-12-30,717.05,4.81,43.43
2013-12-31,715.30,4.81,42.85
2014-01-01,714.49,4.80,42.65
2014-01-02,716.72,4.82,42.85
2014-01-03,724.72,4.84,42.17
2014-01-06,719.77,4.84,41.88
2014-01-07,718.97,4.88,41.91
2014-01-08,714.73,4.93,41.85
2014-01-09,714.65,4.94,42.02
2014-01-10,712.13,4.95,42.44
2014-01-13,716.62,4.92,42.45
2014-01-14,722.19,4.91,42.00
2014-01-15,719.96,4.93,41.97
2014-01-16,720.21,4.94,41.88
2014-01-17,722.12,4.99,42.03
2014-01-20,724.13,5.03,42.28
2014-01-21,728.33,4.96,42.29
2014-01-22,729.91,4.95,42.01
2014-01-23,729.53,4.93,42.13
2014-01-24,732.11,4.92,42.49
2014-01-27,730.30,4.90,42.52
2014-01-28,728.95,4.94,42.47
2014-01-29,731.00,4.97,41.92
2014-01-30,730.91,4.98,41.30
2014-01-31,731.22,4.97,40.83
2014-02-03,736.19,4.98,40.10
2014-02-04,734.55,4.97,40.07
2014-02-05,731.86,4.93,40.15
2014-02-06,728.44,4.96,40.31
2014-02-07,729.41,4.95,40.35
2014-02-10,729.73,4.95,39.84
2014-02-11,729.82,4.87,39.88
2014-02-12,738.94,4.84,39.62
2014-02-13,742.11,4.81,39.30
2014-02-14,741.35,4.82,39.58
2014-02-17,739.73,4.80,39.50
2014-02-18,737.23,4.81,39.93
2014-02-19,734.27,4.77,39.92
2014-02-20,732.25,4.73,39.49
2014-02-21,725.56,4.73,39.26
2014-02-24,732.16,4.74,38.95
2014-02-25,728.24,4.73,38.53
2014-02-26,728.06,4.76,38.43
2014-02-27,725.64,4.70,37.98
2014-02-28,726.06,4.69,38.04
2014-03-03,720.99,4.72,37.89
2014-03-04,714.46,4.69,37.70
2014-03-05,714.29,4.63,37.97
2014-03-06,714.35,4.66,38.41
2014-03-07,713.40,4.64,38.59
2014-03-10,707.31,4.68,38.58
2014-03-11,705.90,4.64,38.18
2014-03-12,704.91,4.66,38.18
2014-03-13,696.89,4.64,38.34
2014-03-14,703.39,4.63,38.46
2014-03-17,703.51,4.62,38.11
2014-03-18,700.39,4.58,38.25
2014-03-19,703.47,4.57,38.06
2014-03-20,707.13,4.65,37.53
2014-03-21,709.21,4.65,37.63
2014-03-24,711.77,4.70,37.60
2014-03-25,719.54,4.66,37.83
2014-03-26,714.51,4.62,37.96
2014-03-27,717.19,4.60,38.13
2014-03-28,714.69,4.64,37.69
2014-03-31,715.54,4.65,37.75
2014-04-01,715.65,4.64,36.98
2014-04-02,710.51,4.68,37.19
2014-04-03,715.44,4.68,37.70
2014-04-04,715.05,4.72,37.56
2014-04-07,713.18,4.75,37.13
2014-04-08,718.73,4.81,37.13
2014-04-09,723.79,4.79,37.06
2014-04-10,724.76,4.77,37.27
2014-04-11,728.11,4.80,37.12
2014-04-14,722.67,4.81,37.02
2014-04-15,716.93,4.77,36.94
2014-04-16,722.50,4.79,36.68
2014-04-17,718.71,4.75,36.39
2014-04-18,719.40,4.79,37.18
2014-04-21,725.85,4.78,37.46
2014-04-22,726.32,4.84,37.62
2014-04-23,724.63,4.87,37.39
2014-04-24,722.46,4.86,37.31
2014-04-25,715.05,4.89,38.11
2014-04-28,710.73,4.94,37.60
2014-04-29,710.54,4.91,37.66
2014-04-30,712.51,4.87,37.61
2014-05-01,715.24,4.84,37.99
2014-05-02,719.94,4.82,38.42
2014-05-05,713.05,4.81,38.59
2014-05-06,716.53,4.84,38.90
2014-05-07,716.78,4.87,38.91
2014-05-08,711.63,4.90,39.09
2014-05-09,711.29,4.88,39.70
2014-05-12,708.08,4.88,39.49
2014-05-13,707.99,4.92,39.62
2014-05-14,707.01,4.95,39.92
2014-05-15,706.88,4.94,39.69
2014-05-16,700.29,4.99,39.47
2014-05-19,696.34,4.96,39.11
2014-05-20,700.31,4.96,38.81
2014-05-21,697.59,4.93,39.17
2014-05-22,692.71,4.93,39.32
2014-05-23,694.09,4.94,39.28
2014-05-26,686.05,4.94,39.13
2014-05-27,681.62,4.99,39.53
2014-05-28,680.45,5.01,39.53
2014-05-29,674.12,4.99,39.81
2014-05-30,673.85,4.96,40.18
2014-06-02,675.13,4.92,40.00
2014-06-03,673.80,4.89,40.25
2014-06-04,672.08,4.89,40.82
2014-06-05,669.93,4.86,40.83
2014-06-06,668.52,4.84,40.53
2014-06-09,663.44,4.83,40.12
2014-06-10,659.88,4.93,40.90
2014-06-11,667.83,4.92,40.55
2014-06-12,669.78,4.89,40.46
2014-06-13,666.76,4.92,40.43
2014-06-16,667.93,4.90,40.37
2014-06-17,661.98,4.89,40.27
2014-06-18,663.46,4.88,39.96
2014-06-19,663.82,4.93,39.91
2014-06-20,669.83,4.84,39.64
2014-06-23,669.03,4.80,38.78
2014-06-24,669.29,4.77,38.53
2014-06-25,668.92,4.76,38.34
2014-06-26,671.09,4.74,38.70
2014-06-27,675.30,4.69,38.43
2014-06-30,678.52,4.64,38.26
2014-07-01,679.15,4.68,38.62
2014-07-02,678.77,4.70,38.73
2014-07-03,684.40,4.70,38.69
2014-07-04,683.82,4.66,38.29
2014-07-07,674.73,4.70,38.89
2014-07-08,669.02,4.73,39.02
2014-07-09,668.45,4.75,38.99
2014-07-10,677.41,4.79,38.75
2014-07-11,673.83,4.83,38.67
2014-07-14,673.20,4.84,38.70
2014-07-15,677.20,4.81,37.99
2014-07-16,675.41,4.78,37.80
2014-07-17,669.90,4.75,37.36
2014-07-18,673.21,4.72,37.30
2014-07-21,678.15,4.71,37.41
2014-07-22,681.66,4.73,37.24
2014-07-23,678.21,4.77,37.30
2014-07-24,675.88,4.76,37.29
2014-07-25,669.97,4.78,37.61
2014-07-28,667.88,4.75,37.49
2014-07-29,667.31,4.82,37.75
2014-07-30,668.01,4.80,37.77
2014-07-31,667.50,4.76,37.65
2014-08-01,669.07,4.72,37.25
2014-08-04,668.64,4.71,36.74
2014-08-05,672.72,4.75,37.36
2014-08-06,671.28,4.77,37.73
2014-08-07,673.20,4.81,37.78
2014-08-08,671.67,4.83,37.94
2014-08-11,674.05,4.87,37.99
2014-08-12,673.43,4.91,37.95
2014-08-13,670.77,4.94,37.30
2014-08-14,674.63,4.97,37.31
2014-08-15,678.58,4.96,37.40
2014-08-18,673.81,4.92,37.54
2014-08-19,672.53,4.88,37.82
2014-08-20,672.35,4.86,37.77
2014-08-21,677.51,4.89,37.79
2014-08-22,679.79,4.87,38.34
2014-08-25,684.34,4.86,38.41
2014-08-26,687.60,4.90,38.72
2014-08-27,690.06,4.91,38.23
2014-08-28,695.21,4.90,38.31
2014-08-29,695.22,4.94,38.18
2014-09-01,691.27,4.99,38.40
2014-09-02,696.72,4.99,38.51
2014-09-03,699.97,4.95,38.03
2014-09-04,697.18,4.93,38.58
2014-09-05,706.24,4.93,38.61
2014-09-08,705.22,4.92,38.72
2014-09-09,706.53,4.91,38.69
2014-09-10,704.50,4.88,38.57
2014-09-11,707.04,4.90,38.41
2014-09-12,710.58,4.90,38.71
2014-09-15,710.01,4.97,39.15
2014-09-16,712.70,5.02,38.95
2014-09-17,719.00,4.97,38.98
2014-09-18,716.91,4.91,38.58
2014-09-19,715.45,4.93,38.47
2014-09-22,718.92,4.92,38.19
2014-09-23,723.91,4.96,38.12
2014-09-24,718.18,4.92,37.96
2014-09-25,718.56,4.96,37.99
2014-09-26,719.71,4.98,37.63
2014-09-29,723.87,5.03,37.79
2014-09-30,729.58,5.03,37.80
2014-10-01,734.69,5.02,37.62
2014-10-02,741.35,5.02,37.38
2014-10-03,741.42,4.94,37.70
2014-10-06,746.53,4.90,37.50
2014-10-07,753.57,4.94,37.40
2014-10-08,753.06,4.95,37.83
2014-10-09,756.09,4.97,37.77
2014-10-10,762.03,4.99,37.45
2014-10-13,760.67,5.06,36.91
2014-10-14,756.75,5.08,36.87
2014-10-15,752.57,4.95,36.77
2014-10-16,757.13,4.92,36.44
2014-10-17,760.17,4.97,36.19
2014-10-20,758.97,4.92,36.19
2014-10-21,756.24,4.91,35.49
2014-10-22,759.82,4.85,35.11
2014-10-23,759.02,4.78,34.66
2014-10-24,755.55,4.72,34.46
2014-10-27,755.27,4.78,34.71
2014-10-28,746.09,4.77,34.47
2014-10-29,747.90,4.76,34.57
2014-10-30,750.45,4.75,34.12
2014-10-31,749.00,4.77,34.28
2014-11-03,748.41,4.79,34.25
2014-11-04,743.69,4.80,34.48
2014-11-05,748.67,4.78,34.52
2014-11-06,747.89,4.74,34.61
2014-11-07,744.50,4.74,34.43
2014-11-10,742.41,4.74,34.46
2014-11-11,744.36,4.73,34.38
2014-11-12,745.83,4.71,34.39
2014-11-13,743.80,4.71,34.62
2014-11-14,746.93,4.74,34.96
2014-11-17,747.60,4.78,34.88
2014-11-18,751.48,4.80,35.34
2014-11-19,754.72,4.83,35.44
2014-11-20,752.94,4.81,35.68
2014-11-21,748.23,4.86,35.74
2014-11-24,750.64,4.89,35.82
2014-11-25,750.44,4.82,35.92
2014-11-26,752.67,4.77,35.98
2014-11-27,752.39,4.81,35.49
2014-11-28,750.42,4.80,35.25
2014-12-01,751.23,4.73,34.62
2014-12-02,751.24,4.75,34.39
2014-12-03,752.74,4.76,34.55
2014-12-04,753.14,4.71,34.56
2014-12-05,753.73,4.76,34.15
2014-12-08,762.48,4.76,33.86
2014-12-09,761.52,4.79,33.88
2014-12-10,758.77,4.82,34.14
2014-12-11,758.90,4.88,34.72
2014-12-12,749.83,4.88,35.24
2014-12-15,751.81,4.93,35.41
2014-12-16,746.49,4.91,35.41
2014-12-17,751.59,4.91,35.28
2014-12-18,749.68,4.92,35.34
2014-12-19,758.40,4.91,34.99
2014-12-22,760.86,4.92,35.04
2014-12-23,758.25,4.94,34.91
2014-12-24,756.32,4.92,35.19
2014-12-25,751.01,4.92,35.12
2014-12-26,753.93,4.91,35.38
2014-12-29,751.16,4.93,35.46
2014-12-30,751.59,4.98,35.61
2014-12-31,752.71,5.02,35.73
2015-01-01,751.88,5.06,36.37
2015-01-02,749.89,5.08,36.41
2015-01-05,750.36,5.02,36.23
2015-01-06,747.46,5.07,35.91
2015-01-07,752.54,5.03,35.86
2015-01-08,751.14,5.02,35.42
2015-01-09,756.47,5.06,35.76
2015-01-12,760.24,5.09,36.12
2015-01-13,757.45,5.11,36.55
2015-01-14,758.90,5.11,36.29
2015-01-15,758.01,5.09,35.43
2015-01-16,759.92,5.15,35.61
2015-01-19,760.71,5.12,35.55
2015-01-20,766.16,5.07,36.20
2015-01-21,760.53,5.10,36.01
2015-01-22,758.93,5.03,36.28
2015-01-23,760.68,5.07,36.14
2015-01-26,765.89,5.07,36.10
2015-01-27,764.10,5.12,36.20
2015-01-28,765.84,5.07,36.19
2015-01-29,762.10,5.04,35.66
2015-01-30,764.47,5.04,35.66
2015-02-02,760.82,5.05,35.38
2015-02-03,760.61,5.07,35.49
2015-02-04,762.98,5.05,34.95
2015-02-05,764.15,5.01,34.86
2015-02-06,759.77,5.00,35.05
2015-02-09,758.63,4.96,35.09
2015-02-10,759.77,4.96,35.18
2015-02-11,764.59,5.02,35.38
2015-02-12,763.36,5.03,34.99
2015-02-13,763.52,5.10,34.98
2015-02-16,763.59,5.07,35.29
2015-02-17,762.62,5.09,35.20
2015-02-18,758.11,5.08,34.92
2015-02-19,755.66,5.06,35.40
2015-02-20,758.22,5.07,35.23
2015-02-23,760.64,5.07,35.58
2015-02-24,759.92,5.13,35.51
2015-02-25,760.37,5.12,35.51
2015-02-26,756.76,5.08,35.04
2015-02-27,753.69,5.04,35.13
2015-03-02,751.37,5.04,35.50
2015-03-03,753.72,4.98,35.62
2015-03-04,756.10,4.98,35.35
2015-03-05,757.58,4.97,35.43
2015-03-06,759.90,4.99,35.29
2015-03-09,753.88,4.99,35.26
2015-03-10,753.37,5.00,35.42
2015-03-11,749.43,5.04,35.52
2015-03-12,750.15,5.04,36.14
2015-03-13,751.96,5.04,35.69
2015-03-16,751.06,5.05,35.33
2015-03-17,750.62,5.06,35.56
2015-03-18,745.08,5.06,35.49
2015-03-19,745.21,5.07,35.74
2015-03-20,749.41,5.16,35.81
2015-03-23,751.23,5.16,35.79
2015-03-24,747.95,5.16,35.61
2015-03-25,743.28,5.16,35.45
2015-03-26,744.15,5.15,35.60
2015-03-27,749.63,5.17,35.50
2015-03-30,748.36,5.18,35.39
2015-03-31,747.18,5.22,35.47
2015-04-01,745.52,5.23,35.44
2015-04-02,743.74,5.24,35.33
2015-04-03,741.65,5.27,35.15
2015-04-06,746.92,5.22,35.28
2015-04-07,748.50,5.24,35.37
2015-04-08,752.00,5.23,35.26
2015-04-09,750.86,5.30,34.97
2015-04-10,755.02,5.27,35.13
2015-04-13,759.31,5.23,34.88
2015-04-14,762.73,5.28,34.72
